date,lower temp,upper temp,average temp,feels like,dew,humidity,wind gust,wind speed,weekday_num,cups_sold
2024-04-01,11.0,24.0,17.162499999999998,17.162499999999998,2.6083333333333334,38.76208333333333,46.8,19.808333333333334,0,7.0
2024-04-02,11.3,23.0,17.695833333333333,17.695833333333333,5.166666666666667,45.41833333333333,48.6,17.720833333333335,1,4.0
2024-04-03,10.0,17.0,13.683333333333332,13.620833333333332,2.370833333333333,47.39625,49.0,20.291666666666668,2,4.0
2024-04-04,5.0,16.1,9.704166666666667,8.1,1.1541666666666666,56.072916666666664,57.6,18.495833333333334,3,5.0
2024-04-05,2.0,11.3,5.820833333333333,3.5708333333333333,-0.8291666666666666,63.286249999999995,29.2,11.287500000000001,4,11.0
2024-04-06,0.0,18.8,8.120833333333334,7.416666666666667,0.06666666666666665,60.649166666666666,29.2,6.316666666666666,5,4.0
2024-04-07,6.0,21.0,14.279166666666667,14.279166666666667,4.133333333333334,52.53958333333333,18.0,2.408333333333333,6,7.0
2024-04-08,7.4,22.1,15.470833333333333,15.233333333333334,5.9875,55.89541666666667,25.2,7.979166666666667,0,10.0
2024-04-09,8.9,24.3,17.458333333333332,17.458333333333332,5.629166666666666,48.199999999999996,24.5,6.625,1,5.0
2024-04-10,9.1,27.1,19.666666666666668,19.599999999999998,5.6499999999999995,42.913333333333334,14.0,3.6291666666666664,2,5.0
2024-04-11,10.2,29.3,21.041666666666668,20.741666666666667,5.55,38.99208333333333,20.9,6.783333333333334,3,5.0
2024-04-12,12.0,21.1,16.433333333333334,16.433333333333334,2.3666666666666667,42.14041666666667,36.7,14.004166666666668,4,2.0
2024-04-13,8.1,18.0,13.424999999999999,13.129166666666668,4.545833333333333,56.33833333333334,34.6,11.737499999999999,5,8.0
2024-04-14,10.0,20.1,14.466666666666667,14.329166666666666,5.583333333333333,56.17625,35.3,9.191666666666668,6,13.0
2024-04-15,9.0,17.3,13.416666666666666,13.208333333333334,3.2583333333333333,56.16083333333333,57.6,18.641666666666666,0,5.0
2024-04-16,7.0,15.8,10.5625,9.9125,8.441666666666666,87.27958333333333,35.3,7.970833333333334,1,8.0
2024-04-17,11.0,21.1,15.429166666666667,15.429166666666667,11.333333333333334,78.44,46.1,13.233333333333334,2,6.0
2024-04-18,9.0,19.3,14.658333333333333,14.529166666666667,10.341666666666667,76.30666666666667,31.0,9.333333333333334,3,10.0
2024-04-19,7.0,14.2,10.116666666666667,8.429166666666667,4.741666666666666,70.02833333333334,61.2,23.129166666666666,4,7.0
2024-04-20,4.8,17.3,10.924999999999999,10.5875,2.6750000000000003,59.94625,47.9,9.612499999999999,5,14.0
2024-04-21,10.0,21.0,15.083333333333334,14.933333333333332,6.604166666666667,57.34708333333333,55.4,24.45,6,3.0
2024-04-22,7.0,15.3,9.991666666666667,8.112499999999999,3.341666666666667,64.27458333333333,53.6,19.841666666666665,0,5.0
2024-04-23,6.0,16.5,10.041666666666666,9.595833333333333,4.241666666666666,69.77791666666667,21.6,6.008333333333333,1,5.0
2024-04-24,4.0,14.1,9.666666666666666,8.558333333333334,5.166666666666667,74.10833333333333,51.5,15.325000000000001,2,8.0
2024-04-25,11.0,22.3,16.495833333333334,16.495833333333334,10.15,66.89458333333333,37.4,7.108333333333333,3,4.0
2024-04-26,14.0,20.0,16.433333333333334,16.433333333333334,12.991666666666667,80.81125,27.0,6.341666666666666,4,9.0
2024-04-27,10.0,20.1,15.408333333333333,15.308333333333332,11.5375,79.22791666666667,31.7,12.325000000000001,5,1.0
2024-04-28,7.0,19.6,12.829166666666666,12.441666666666668,8.708333333333334,77.9025,34.2,13.391666666666666,6,5.0
2024-04-29,9.0,20.3,14.491666666666667,14.333333333333334,3.9166666666666665,52.56583333333333,50.4,18.483333333333334,0,8.0
2024-04-30,6.0,22.3,15.275,14.883333333333333,1.9958333333333333,43.70333333333334,36.4,8.420833333333333,1,8.0
2024-05-01,9.9,24.0,17.287499999999998,17.287499999999998,2.5875,39.42916666666667,26.3,9.608333333333333,2,0.0
2024-05-02,8.1,24.8,17.108333333333334,17.108333333333334,4.8500000000000005,46.70041666666666,36.0,9.3375,3,7.0
2024-05-03,6.0,16.8,11.716666666666667,11.012500000000001,1.1125,50.665,40.3,16.1,4,3.0
2024-05-04,0.0,13.6,7.929166666666667,6.466666666666666,-6.391666666666667,37.50208333333333,34.6,11.116666666666667,5,0.0
2024-05-05,5.2,20.6,13.487499999999999,12.929166666666667,-1.2291666666666667,37.655,50.4,17.3,6,0.0
2024-05-06,10.0,25.8,17.483333333333334,17.420833333333334,5.291666666666667,48.009166666666665,33.1,8.420833333333333,0,10.0
2024-05-07,9.0,23.0,16.2375,16.083333333333332,8.058333333333334,60.48208333333333,69.1,19.95,1,10.0
2024-05-08,2.0,13.8,7.9750000000000005,5.745833333333334,-1.625,54.08375,41.0,18.170833333333334,2,1.0
2024-05-09,1.0,13.3,7.158333333333334,5.691666666666666,-5.404166666666666,43.910833333333336,36.0,11.883333333333333,3,9.0
2024-05-10,0.4,17.6,9.970833333333333,9.616666666666667,-4.341666666666667,39.06625,31.3,9.329166666666667,4,4.0
2024-05-11,7.0,18.3,12.566666666666668,12.320833333333333,2.4833333333333334,51.26958333333334,47.5,14.604166666666666,5,8.0
2024-05-12,1.0,14.6,7.941666666666666,6.120833333333334,-0.1125,59.425000000000004,41.4,13.525,6,8.0
2024-05-13,4.0,11.0,7.033333333333334,5.1875,-1.1666666666666667,57.37166666666667,32.0,9.929166666666667,0,3.0
2024-05-14,1.0,12.8,7.791666666666667,6.520833333333333,-4.0249999999999995,44.635,33.5,11.283333333333333,1,12.0
2024-05-15,6.0,14.8,10.475,9.391666666666667,-2.841666666666667,40.03375,38.9,14.262500000000001,2,12.0
2024-05-16,6.0,16.3,11.483333333333334,10.950000000000001,-3.045833333333333,37.834583333333335,30.6,6.325,3,9.0
2024-05-17,7.2,15.1,11.258333333333333,10.966666666666667,3.6374999999999997,60.80041666666667,38.9,10.825000000000001,4,9.0
2024-05-18,7.7,22.1,15.491666666666667,15.454166666666666,7.183333333333334,62.445,27.4,6.179166666666667,5,8.0
2024-05-19,12.6,22.0,17.283333333333335,17.283333333333335,7.054166666666667,52.42041666666666,23.0,6.329166666666667,6,13.0
2024-05-20,9.7,25.3,18.441666666666666,18.441666666666666,7.070833333333333,50.99583333333334,21.2,5.129166666666667,0,17.0
2024-05-21,13.0,25.8,18.833333333333332,18.833333333333332,8.7125,53.55625,28.8,5.566666666666666,1,9.0
2024-05-22,11.7,26.1,19.266666666666666,19.266666666666666,9.645833333333334,56.692499999999995,17.3,4.079166666666667,2,11.0
2024-05-23,12.0,27.1,19.537499999999998,19.508333333333333,9.737499999999999,55.68625,46.8,12.512500000000001,3,16.0
2024-05-24,11.0,23.6,17.650000000000002,17.650000000000002,3.1125000000000003,39.6175,44.6,18.479166666666668,4,7.0
2024-05-25,8.0,23.3,16.858333333333334,16.7,-2.1625,29.295416666666668,42.8,12.629166666666668,5,8.0
2024-05-26,9.0,25.0,18.283333333333335,18.179166666666667,0.8916666666666666,33.10666666666667,36.7,10.075000000000001,6,15.0
2024-05-27,9.9,28.0,21.037499999999998,20.724999999999998,3.125,33.768750000000004,40.0,11.875,0,11.0
2024-05-28,11.4,28.0,21.349999999999998,21.141666666666666,6.466666666666666,41.04333333333333,42.8,11.2875,1,11.0
